On iwillvote.com?,Form complete?,Muni,LocationType,AbsenteeLocation,Address,FromDate,ToDate,edm_DayofWeek,DayOfWeek,StartTime,EndTime,AdditionalInstructions
,,VILLAGE OF CALEDONIA - RACINE COUNTY,In-Person Absentee Voting Site,Caledonia Village Hall,"5043 CHESTER LN, RACINE, WI 53402-5203",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,8:00 AM,7:00 PM,In-Person Absentee will be hosted in the Boardroom and will be to your right upon entry. 
,,VILLAGE OF CAMBRIA - COLUMBIA COUNTY,In-Person Absentee Voting Site,Cambria Village Office,"111 W EDGEWATER ST BOX 295, CAMBRIA, WI 53923",10/20/2020,10/30/2020,"[-1,757580001,757580002,757580003,757580004,-1]","Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:00 PM,We also have a drop box by the front door to deliver mailed absentee ballots
,,VILLAGE OF CAMPBELLSPORT - FOND DU LAC COUNTY,In-Person Absentee Voting Site,Campbellsport Village Municipal Center,"470 GRANDVIEW AVE, CAMPBELLSPORT, WI 53010",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,4:00 PM,Witnessing will be available at this location. Remember to bring your photo ID.
,,VILLAGE OF CASCO - KEWAUNEE COUNTY,By Clerk Appointment,By Appointment Voting,"311 CHURCH AVE, CASCO, WI 54205-9705",10/20/2020,10/30/2020,NULL,,NULL,NULL,Monday - Friday 4:30 pm - 9 pm  Saturday 8 am - Noon. Witness available.
,,VILLAGE OF CATAWBA - PRICE COUNTY,By Clerk Appointment,By Appointment Voting,"N4524 MAIN ST, CATAWBA, WI 54515-9282",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,4:00 PM,Call 715-567-0077 for appointment.
,,VILLAGE OF CECIL - SHAWANO COUNTY,In-Person Absentee Voting Site,Village of Cecil Office,"111 E HOFMAN ST, CECIL, WI 54111-9567",10/20/2020,10/29/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",8:00 AM,3:00 PM,
,,VILLAGE OF CENTURIA - POLK COUNTY,In-Person Absentee Voting Site,Village Hall,"305 WISCONSIN AVE, CENTURIA, WI 54824-9053",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,7:00 AM,5:00 PM,
,,VILLAGE OF CENTURIA - POLK COUNTY,By Clerk Appointment,Village Hall,"305 WISCONSIN AVE, CENTURIA, WI 54824-9053",10/20/2020,10/30/2020,NULL,,NULL,NULL,"After 5 pm most days, and on most weekends."
,,VILLAGE OF CHENEQUA - WAUKESHA COUNTY,In-Person Absentee Voting Site,Village Hall,"31275 COUNTY ROAD K, HARTLAND, WI 53029",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",8:00 AM,4:30 PM,Witnessing available at this location.
,,VILLAGE OF CHENEQUA - WAUKESHA COUNTY,In-Person Absentee Voting Site,Village Hall,"31275 COUNTY ROAD K, HARTLAND, WI 53029",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:00 AM,3:00 PM,Witnessing available at this location.
,,VILLAGE OF CLEAR LAKE - POLK COUNTY,In-Person Absentee Voting Site,CLEAR LAKE MUNICIPAL BUILDING,"350 4TH AVE, CLEAR LAKE, WI 54005-8616",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:00 PM,
,,VILLAGE OF CLINTON - ROCK COUNTY,In-Person Absentee Voting Site,Village Hall,"301 CROSS ST, CLINTON, WI 53525-9786",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,1:00 PM,
,,VILLAGE OF CLINTON - ROCK COUNTY,By Clerk Appointment,Village Hall,"301 CROSS ST, CLINTON, WI 53525-9786",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",1:00 PM,4:00 PM,
,,VILLAGE OF CLYMAN - DODGE COUNTY,In-Person Absentee Voting Site,Village of Clyman Hall,"713 MORGAN ST, CLYMAN, WI 53016",10/20/2020,10/29/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",7:30 AM,4:00 PM,
,,VILLAGE OF COCHRANE - BUFFALO COUNTY,In-Person Absentee Voting Site,In-Person Absentee Voting,"102 E 5TH ST, COCHRANE, WI 54622",10/20/2020,11/1/2020,"[-1,757580000,-1]",Monday,10:00 AM,2:00 PM,Also available by appointment. Witnessing available. 
,,VILLAGE OF COCHRANE - BUFFALO COUNTY,In-Person Absentee Voting Site,In-Person Absentee Voting,"102 E 5TH ST, COCHRANE, WI 54622",10/20/2020,11/1/2020,"[-1,757580002,-1]",Wednesday,12:00 PM,4:00 PM,Also available by appointment. Witnessing available. 
,,VILLAGE OF COCHRANE - BUFFALO COUNTY,In-Person Absentee Voting Site,In-Person Absentee Voting,"102 E 5TH ST, COCHRANE, WI 54622",10/20/2020,11/1/2020,"[-1,757580003,-1]",Thursday,8:00 AM,12:00 PM,Also available by appointment. Witnessing available. 
,,VILLAGE OF COLFAX - DUNN COUNTY,In-Person Absentee Voting Site,Village Hall,"613 MAIN ST, COLFAX, WI 54730-9148",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,4:00 PM,Please call the Village of Colfax at 715-962-3311 with any questions regarding absentee ballots.
,,VILLAGE OF COLFAX - DUNN COUNTY,In-Person Absentee Voting Site,Village Hall,"613 MAIN ST, COLFAX, WI 54730-9148",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:00 AM,5:00 PM,Please call the Village of Colfax at 715-962-3311 with any questions regarding absentee ballots.
,,VILLAGE OF COLOMA - WAUSHARA COUNTY,By Clerk Appointment,Anna Follett Memorial Center,"155 N FRONT ST, COLOMA, WI 54930",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",5:00 PM,7:00 PM,Call For Appointment  715 228 2871 or 715 228 2056
,,VILLAGE OF COLOMA - WAUSHARA COUNTY,By Clerk Appointment,Anna Follett Memorial Center,"155 N FRONT ST, COLOMA, WI 54930",10/20/2020,11/1/2020,"[-1,757580009,-1]",Weekends,8:00 AM,4:00 PM,Call For Appointment  715 228 2871 or 715 228 2056
,,VILLAGE OF COLOMA - WAUSHARA COUNTY,In-Person Absentee Voting Site,Anna Follett Memorial Center,"155 N FRONT ST, COLOMA, WI 54930",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:00 PM,Nights and weekends are by appointment only 
,,VILLAGE OF COON VALLEY - VERNON COUNTY,In-Person Absentee Voting Site,Coon Valley Village Office,"205 ANDERSON ST, COON VALLEY, WI 54623",10/20/2020,10/30/2020,"[-1,757580000,-1]",Monday,9:00 AM,12:00 PM,Set up an appointment or ring the doorbell to vote in-person absentee or to return your voted absentee ballot.  There is no absentee ballot dropbox available.  
,,VILLAGE OF COON VALLEY - VERNON COUNTY,In-Person Absentee Voting Site,Coon Valley Village Office,"205 ANDERSON ST, COON VALLEY, WI 54623",10/20/2020,10/30/2020,"[-1,757580000,-1]",Monday,1:00 PM,5:00 PM,Set up an appointment or ring the doorbell to vote in-person absentee or to return your voted absentee ballot.  There is no absentee ballot dropbox available.  
,,VILLAGE OF COON VALLEY - VERNON COUNTY,In-Person Absentee Voting Site,Coon Valley Village Office,"205 ANDERSON ST, COON VALLEY, WI 54623",10/20/2020,10/30/2020,"[-1,757580001,-1]",Tuesday,9:00 AM,12:00 PM,Set up an appointment or ring the doorbell to vote in-person absentee or to return your voted absentee ballot.  There is no absentee ballot dropbox available.  
,,VILLAGE OF COON VALLEY - VERNON COUNTY,In-Person Absentee Voting Site,Coon Valley Village Office,"205 ANDERSON ST, COON VALLEY, WI 54623",10/20/2020,10/30/2020,"[-1,757580001,-1]",Tuesday,1:00 PM,5:00 PM,Set up an appointment or ring the doorbell to vote in-person absentee or to return your voted absentee ballot.  There is no absentee ballot dropbox available.  
,,VILLAGE OF COON VALLEY - VERNON COUNTY,In-Person Absentee Voting Site,Coon Valley Village Office,"205 ANDERSON ST, COON VALLEY, WI 54623",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,9:00 AM,12:00 PM,Set up an appointment or ring the doorbell to vote in-person absentee or to return your voted absentee ballot.  There is no absentee ballot dropbox available.  
,,VILLAGE OF COON VALLEY - VERNON COUNTY,In-Person Absentee Voting Site,Coon Valley Village Office,"205 ANDERSON ST, COON VALLEY, WI 54623",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,1:00 PM,5:00 PM,Set up an appointment or ring the doorbell to vote in-person absentee or to return your voted absentee ballot.  There is no absentee ballot dropbox available.  
,,VILLAGE OF COON VALLEY - VERNON COUNTY,In-Person Absentee Voting Site,Coon Valley Village Office,"205 ANDERSON ST, COON VALLEY, WI 54623",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,9:00 AM,12:00 PM,Set up an appointment or ring the doorbell to vote in-person absentee or to return your voted absentee ballot.  There is no absentee ballot dropbox available.  
,,VILLAGE OF COON VALLEY - VERNON COUNTY,In-Person Absentee Voting Site,Coon Valley Village Office,"205 ANDERSON ST, COON VALLEY, WI 54623",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,1:00 PM,5:00 PM,Set up an appointment or ring the doorbell to vote in-person absentee or to return your voted absentee ballot.  There is no absentee ballot dropbox available.  
,,VILLAGE OF COTTAGE GROVE - DANE COUNTY,In-Person Absentee Voting Site,Village of Cottage Grove Hall,"221 E COTTAGE GROVE RD, COTTAGE GROVE, WI 53527-9619",10/20/2020,10/31/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",7:30 AM,4:30 AM,"The following evening and Saturday hours are available Tuesday, October 20th until 6:00 pm, Thursday, October 22nd until 6:00 pm, Saturday, October 24th 9:00 am to Noon, Monday, October 26th until 6:00 pm, Wednesday, October 28th until 6:00 pm, Friday, October 30th until 6:00 pm, Saturday, October 31st 9:00 am to Noon."
,,VILLAGE OF CURTISS - CLARK COUNTY,In-Person Absentee Voting Site,Village Hall,"915 MERIDIAN ST, CURTISS, WI 54422",10/20/2020,10/29/2020,"[-1,757580001,757580002,757580003,-1]","Tuesday,Wednesday,Thursday",9:00 AM,3:00 PM,Witnessing available at this location.  Photo ID required.
,,VILLAGE OF DALLAS - BARRON COUNTY,By Clerk Appointment,Village Hall,"100 DALLAS ST W, DALLAS, WI 54733-9706",10/20/2020,10/30/2020,NULL,,NULL,NULL,B appt. daytime hrs.  call 715-837-1186 or 715-837-1437
,,VILLAGE OF DEER PARK - ST. CROIX COUNTY,By Clerk Appointment,Village Office,"112 FRONT ST W, DEER PARK, WI 54007-9711",10/20/2020,11/1/2020,NULL,,NULL,NULL,
,,VILLAGE OF DEER PARK - ST. CROIX COUNTY,In-Person Absentee Voting Site,Village Office,"112 FRONT ST W, DEER PARK, WI 54007-9711",10/20/2020,10/30/2020,NULL,,NULL,NULL,
,,VILLAGE OF DEFOREST - DANE COUNTY,In-Person Absentee Voting Site,De Forest Village Hall,"120 S STEVENSON ST, DE FOREST, WI 53532",10/20/2020,10/30/2020,"[-1,757580001,-1]",Tuesday,7:30 AM,4:30 PM,"Please call 608-846-6751 to be let into Village Hall.  On Friday, October 30, the Village Hall will be open until 5:00 PM for early in-person absentee voting. "
,,VILLAGE OF DEFOREST - DANE COUNTY,In-Person Absentee Voting Site,De Forest Village Hall,"120 S STEVENSON ST, DE FOREST, WI 53532",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,7:30 AM,4:30 PM,"Please call 608-846-6751 to be let into Village Hall.  On Friday, October 30, the Village Hall will be open until 5:00 PM for early in-person absentee voting. "
,,VILLAGE OF DEFOREST - DANE COUNTY,In-Person Absentee Voting Site,De Forest Village Hall,"120 S STEVENSON ST, DE FOREST, WI 53532",10/20/2020,10/30/2020,"[-1,757580003,-1]",Thursday,7:30 AM,4:30 PM,"Please call 608-846-6751 to be let into Village Hall.  On Friday, October 30, the Village Hall will be open until 5:00 PM for early in-person absentee voting. "
,,VILLAGE OF DEFOREST - DANE COUNTY,In-Person Absentee Voting Site,De Forest Village Hall,"120 S STEVENSON ST, DE FOREST, WI 53532",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,7:30 AM,2:00 PM,"Please call 608-846-6751 to be let into Village Hall.  On Friday, October 30, the Village Hall will be open until 5:00 PM for early in-person absentee voting. "
,,VILLAGE OF DEFOREST - DANE COUNTY,In-Person Absentee Voting Site,De Forest Village Hall,"120 S STEVENSON ST, DE FOREST, WI 53532",10/20/2020,10/30/2020,"[-1,757580000,-1]",Monday,7:00 AM,4:30 PM,"Please call 608-846-6751 to be let into Village Hall.  On Friday, October 30, the Village Hall will be open until 5:00 PM for early in-person absentee voting. "
,,VILLAGE OF DENMARK - BROWN COUNTY,In-Person Absentee Voting Site,Denmark Village Hall,"118 E MAIN ST, DENMARK, WI 54208",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:30 PM,
,,VILLAGE OF DENMARK - BROWN COUNTY,In-Person Absentee Voting Site,Denmark Village Hall,"118 E MAIN ST, DENMARK, WI 54208",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,4:30 AM,
,,VILLAGE OF DICKEYVILLE - GRANT COUNTY,In-Person Absentee Voting Site,Village Hall,"500 EAST AVE, DICKEYVILLE, WI 53808-6831",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",9:00 AM,5:00 PM,
,,VILLAGE OF DICKEYVILLE - GRANT COUNTY,In-Person Absentee Voting Site,Village Hall,"500 EAST AVE, DICKEYVILLE, WI 53808-6831",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,8:30 AM,4:30 PM,
,,VILLAGE OF DOWNING - DUNN COUNTY,By Clerk Appointment,Village Hall,"402 MAIN ST, DOWNING, WI 54734",10/20/2020,10/29/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",2:00 PM,6:00 PM,In person by appointment only.  Please call Susan Petranovich at 715-901-1459 to schedule an appointment.
,,VILLAGE OF DRESSER - POLK COUNTY,In-Person Absentee Voting Site,Village of Dresser Municipal Office,"102 W MAIN ST, DRESSER, WI 54009-9043",10/20/2020,11/1/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:30 AM,4:00 PM,
,,VILLAGE OF DRESSER - POLK COUNTY,By Clerk Appointment,Village of Dresser Municipal Office,"102 W MAIN ST, DRESSER, WI 54009-9043",10/20/2020,11/1/2020,"[-1,757580005,757580006,-1]","Sunday,Saturday",All Day,All Day,Please call the Municipal Office to set up a time to vote 715-755-2940
,,VILLAGE OF EAGLE - WAUKESHA COUNTY,In-Person Absentee Voting Site,Village & Town of Eagle Municipal Building,"820 E MAIN ST, EAGLE, WI 53119-2143",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580003,-1]","Monday,Tuesday,Thursday",8:00 AM,4:00 PM,"Friday, October 23 8:00 a.m. to 1:00 p.m. and Friday, October 30 8:00 a.m. to 5:00 p.m."
,,VILLAGE OF EAGLE - WAUKESHA COUNTY,In-Person Absentee Voting Site,Village & Town of Eagle Municipal Building,"820 E MAIN ST, EAGLE, WI 53119-2143",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,8:00 AM,6:00 PM,"Friday, October 23 8:00 a.m. to 1:00 p.m. and Friday, October 30 8:00 a.m. to 5:00 p.m."
,,VILLAGE OF EAGLE - WAUKESHA COUNTY,In-Person Absentee Voting Site,Village & Town of Eagle Municipal Building,"820 E MAIN ST, EAGLE, WI 53119-2143",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,NULL,NULL,"Friday, October 23 8:00 a.m. to 1:00 p.m. and Friday, October 30 8:00 a.m. to 5:00 p.m."
,,VILLAGE OF EAST TROY - WALWORTH COUNTY,In-Person Absentee Voting Site,Clerk's Office,"2015 ENERGY DR, EAST TROY, WI 53120-1358",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,4:00 PM,"Drive-up drop box is located in the parking lot and the walk-up drop box is next to the east door.  Extended hours for In-Person Absentee Voting will be offered Monday, Oct. 26 and Wednesday, Oct. 28 to 6 pm; Friday, Oct. 30 to 5 pm."
,,VILLAGE OF EDEN - FOND DU LAC COUNTY,In-Person Absentee Voting Site,Village Office,"104 S PINE ST, EDEN, WI 53019",10/20/2020,11/1/2020,"[-1,757580001,757580002,757580003,-1]","Tuesday,Wednesday,Thursday",8:30 AM,4:00 PM,Other times available by appointment only.
,,VILLAGE OF EDGAR - MARATHON COUNTY,In-Person Absentee Voting Site,Edgar Village Hall,"224 S 3RD AVE, EDGAR, WI 54426-9281",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,NULL,NULL,
,,VILLAGE OF ELAND - SHAWANO COUNTY,By Clerk Appointment,Eland Village Hall,"W19141 MAPLE STREET BLDG W19141, ELAND, WI 54427",10/20/2020,10/31/2020,"[-1,757580006,-1]",Sunday,12:00 PM,5:00 PM,"There is also a drop box on the front of my home, which is located at W19069 Elm Street Eland; that is checked multiple times a day."
,,VILLAGE OF ELAND - SHAWANO COUNTY,By Clerk Appointment,Eland Village Hall,"W19141 MAPLE STREET BLDG W19141, ELAND, WI 54427",10/20/2020,10/31/2020,"[-1,757580008,-1]",Weekdays,5:00 PM,7:00 PM,"There is also a drop box on the front of my home, which is located at W19069 Elm Street Eland; that is checked multiple times a day."
,,VILLAGE OF ELAND - SHAWANO COUNTY,By Clerk Appointment,Eland Village Hall,"W19141 MAPLE STREET BLDG W19141, ELAND, WI 54427",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,12:00 PM,5:00 PM,"There is also a drop box on the front of my home, which is located at W19069 Elm Street Eland; that is checked multiple times a day."
,,VILLAGE OF ELDERON - MARATHON COUNTY,By Clerk Appointment,Clerk's Office,"183987 STATE HIGHWAY 153, ELAND, WI 54427",10/26/2020,10/30/2020,NULL,,NULL,NULL,Call for appointment:  715-584-4203
,,VILLAGE OF ELEVA - TREMPEALEAU COUNTY,In-Person Absentee Voting Site,Village of Eleva Clerk's Office,"25952 E MONDOVI ST, ELEVA, WI 54738-9450",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,9:00 AM,4:00 PM,In Person Absentee Voting is done in the Clerk's Office only.
,,VILLAGE OF ELKHART LAKE - SHEBOYGAN COUNTY,In-Person Absentee Voting Site,Elkhart Lake Village Offices,"40 PINE ST, ELKHART LAKE, WI 53020",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,-1]","Monday,Tuesday,Wednesday,Thursday,Friday",8:00 AM,4:30 PM,
,,VILLAGE OF ELMWOOD - PIERCE COUNTY,In-Person Absentee Voting Site,VILLAGE AUDITORIUM,"323 W WINTER AVE, ELMWOOD, WI 54740-8710",10/20/2020,10/30/2020,NULL,,NULL,NULL,PLEASE CALL AHEAD AND MAKE AN APPOINTMENT AT 715-639-3792
,,VILLAGE OF ELMWOOD - PIERCE COUNTY,By Clerk Appointment,VILLAGE AUDITORIUM,"323 W WINTER AVE, ELMWOOD, WI 54740-8710",10/20/2020,11/1/2020,NULL,,NULL,NULL,PLEASE CALL FOR AN APPOINTMENT AT 715-639-3792
,,VILLAGE OF EMBARRASS - WAUPACA COUNTY,In-Person Absentee Voting Site,Municipal Clerk,"504 E MAIN ST, EMBARRASS, WI 54933",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,5:00 PM,
,,VILLAGE OF ENDEAVOR - MARQUETTE COUNTY,In-Person Absentee Voting Site,Endeavor Village Hall,"400 S CHURCH ST, ENDEAVOR, WI 53930-9694",10/20/2020,10/29/2020,"[-1,757580000,-1]",Monday,9:00 AM,3:00 PM,VOTERS MUST MAKE AN APPOINTMENT TO VOTE DURING THESE HOURS.  Please call 608-587-2486
,,VILLAGE OF ENDEAVOR - MARQUETTE COUNTY,In-Person Absentee Voting Site,Endeavor Village Hall,"400 S CHURCH ST, ENDEAVOR, WI 53930-9694",10/20/2020,10/29/2020,"[-1,757580001,-1]",Tuesday,9:00 AM,3:00 PM,VOTERS MUST MAKE AN APPOINTMENT TO VOTE DURING THESE HOURS.  Please call 608-587-2486
,,VILLAGE OF ENDEAVOR - MARQUETTE COUNTY,In-Person Absentee Voting Site,Endeavor Village Hall,"400 S CHURCH ST, ENDEAVOR, WI 53930-9694",10/20/2020,10/29/2020,"[-1,757580002,-1]",Wednesday,9:00 AM,3:00 PM,VOTERS MUST MAKE AN APPOINTMENT TO VOTE DURING THESE HOURS.  Please call 608-587-2486
,,VILLAGE OF ENDEAVOR - MARQUETTE COUNTY,In-Person Absentee Voting Site,Endeavor Village Hall,"400 S CHURCH ST, ENDEAVOR, WI 53930-9694",10/20/2020,10/29/2020,"[-1,757580003,-1]",Thursday,9:00 AM,3:00 PM,VOTERS MUST MAKE AN APPOINTMENT TO VOTE DURING THESE HOURS.  Please call 608-587-2486
,,VILLAGE OF EXELAND - SAWYER COUNTY,By Clerk Appointment,Appointment Only Voting,"11042W STATE HWY 48, EXELAND, WI 54835",10/20/2020,11/1/2020,"[-1,757580000,757580001,-1]","Monday,Tuesday",8:00 AM,10:00 AM,WITNESSING AVAILABLE AT THIS LOCATION.
,,VILLAGE OF FAIRCHILD - EAU CLAIRE COUNTY,By Clerk Appointment,Village Hall,"331 OAK ST, FAIRCHILD, WI 54741",10/21/2020,10/29/2020,"[-1,757580000,757580002,757580003,-1]","Monday,Wednesday,Thursday",9:00 AM,3:00 PM,
,,VILLAGE OF FAIRCHILD - EAU CLAIRE COUNTY,In-Person Absentee Voting Site,Village of Fairchild Hall,"331 OAK ST, FAIRCHILD, WI 54741",10/20/2020,10/29/2020,"[-1,757580002,757580003,-1]","Wednesday,Thursday",9:00 AM,3:00 PM,"Also Monday, October 26, 2020 9:00 AM - 3:00 PM"
,,VILLAGE OF FALL CREEK - EAU CLAIRE COUNTY,In-Person Absentee Voting Site,Village of Fall Creek Hall,"122 E LINCOLN AVE, FALL CREEK, WI 54742-9425",10/20/2020,10/30/2020,"[-1,757580001,757580002,757580003,757580004,-1]","Tuesday,Wednesday,Thursday,Friday",9:00 AM,12:00 PM,"Also Monday, October 26, 2020 9:00 AM - NOON & 1:00 PM - 4:00 PM"
,,VILLAGE OF FALL CREEK - EAU CLAIRE COUNTY,In-Person Absentee Voting Site,Village of Fall Creek Hall,"122 E LINCOLN AVE, FALL CREEK, WI 54742-9425",10/20/2020,10/30/2020,"[-1,757580001,757580002,757580003,757580004,-1]","Tuesday,Wednesday,Thursday,Friday",1:00 PM,4:00 PM,"Also Monday, October 26, 2020 9:00 AM - NOON & 1:00 PM - 4:00 PM"
,,VILLAGE OF FENWOOD - MARATHON COUNTY,By Clerk Appointment,Clerk's Office,"586 CAMERON ST, FENWOOD, WI 54426-9232",10/20/2020,10/30/2020,NULL,,NULL,NULL,Call for appointment:  715-352-3320
,,VILLAGE OF FOOTVILLE - ROCK COUNTY,In-Person Absentee Voting Site,Footville Municipal Office,"261 N GILBERT ST, FOOTVILLE, WI 53537",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,9:00 AM,12:00 PM,9:00 a.m. - Noon.            Other times are available by appointment.
,,Village of FOX CROSSING - WINNEBAGO COUNTY,In-Person Absentee Voting Site,Village of Fox Crossing Municipal Complex,"2000 MUNICIPAL DR, NEENAH, WI 54956-5663",10/20/2020,10/28/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,4:30 PM,
,,Village of FOX CROSSING - WINNEBAGO COUNTY,In-Person Absentee Voting Site,Village of Fox Crossing Municipal Complex,"2000 MUNICIPAL DR, NEENAH, WI 54956-5663",10/29/2020,10/30/2020,"[-1,757580003,757580004,-1]","Thursday,Friday",8:00 AM,5:00 PM,
,,VILLAGE OF FOX POINT - MILWAUKEE COUNTY,By Clerk Appointment,Fox Point Village Hall,"7200 N SANTA MONICA BLVD, FOX POINT, WI 53217",10/20/2020,10/30/2020,"[-1,757580001,-1]",Tuesday,8:00 AM,4:00 PM,"Please check the village website, www.villageoffoxpoint.com for specific hours, as they vary by day.  Thank you."
,,VILLAGE OF FREDERIC - POLK COUNTY,In-Person Absentee Voting Site,Frederic Village Hall,"110 OAK ST E, FREDERIC, WI 54837",10/20/2020,11/1/2020,"[-1,757580000,-1]",Monday,7:00 AM,3:00 PM,"Please call ahead to make sure that someone is available to assist you, if possible, 715-327-4294. We will also be offering curbside service. Please call 715-327-4294 to schedule. "
,,VILLAGE OF FREDERIC - POLK COUNTY,In-Person Absentee Voting Site,Frederic Village Hall,"110 OAK ST E, FREDERIC, WI 54837",10/20/2020,11/1/2020,"[-1,757580002,-1]",Wednesday,7:00 AM,3:00 PM,"Please call ahead to make sure that someone is available to assist you, if possible, 715-327-4294. We will also be offering curbside service. Please call 715-327-4294 to schedule. "
,,VILLAGE OF FREDERIC - POLK COUNTY,In-Person Absentee Voting Site,Frederic Village Hall,"110 OAK ST E, FREDERIC, WI 54837",10/20/2020,11/1/2020,"[-1,757580003,-1]",Thursday,7:00 AM,3:00 PM,"Please call ahead to make sure that someone is available to assist you, if possible, 715-327-4294. We will also be offering curbside service. Please call 715-327-4294 to schedule. "
,,VILLAGE OF FREDERIC - POLK COUNTY,In-Person Absentee Voting Site,Frederic Village Hall,"110 OAK ST E, FREDERIC, WI 54837",10/20/2020,11/1/2020,"[-1,757580004,-1]",Friday,7:00 AM,3:00 PM,"Please call ahead to make sure that someone is available to assist you, if possible, 715-327-4294. We will also be offering curbside service. Please call 715-327-4294 to schedule. "
,,VILLAGE OF FREDERIC - POLK COUNTY,In-Person Absentee Voting Site,Frederic Village Hall,"110 OAK ST E, FREDERIC, WI 54837",10/20/2020,11/1/2020,"[-1,757580005,-1]",Saturday,8:00 AM,12:00 PM,"Please call ahead to make sure that someone is available to assist you, if possible, 715-327-4294. We will also be offering curbside service. Please call 715-327-4294 to schedule. "
,,VILLAGE OF FREDERIC - POLK COUNTY,In-Person Absentee Voting Site,Frederic Village Hall,"110 OAK ST E, FREDERIC, WI 54837",10/20/2020,11/1/2020,"[-1,757580006,-1]",Sunday,8:00 AM,11:00 AM,"Please call ahead to make sure that someone is available to assist you, if possible, 715-327-4294. We will also be offering curbside service. Please call 715-327-4294 to schedule. "
,,VILLAGE OF FREDERIC - POLK COUNTY,In-Person Absentee Voting Site,Frederic Village Hall,"110 OAK ST E, FREDERIC, WI 54837",10/20/2020,11/1/2020,"[-1,757580001,-1]",Tuesday,7:00 AM,3:00 PM,"Please call ahead to make sure that someone is available to assist you, if possible, 715-327-4294. We will also be offering curbside service. Please call 715-327-4294 to schedule. "
,,VILLAGE OF FREDONIA - OZAUKEE COUNTY,In-Person Absentee Voting Site,Fredonia Municipal Hall,"242 FREDONIA AVE, FREDONIA, WI 53021",10/20/2020,10/30/2020,NULL,,NULL,NULL,
,,VILLAGE OF FRIENDSHIP - ADAMS COUNTY,In-Person Absentee Voting Site,Friendship Village Hall,"507 W LAKE ST, FRIENDSHIP, WI 53934-9301",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,9:00 AM,4:30 PM,Please call our office at 608-339-3243 Ext. 1 or 2 to schedule an appointment. Thank you! 
